ens_gene,Symbol,Uniq_syms,entrez,Gene_name,1_00_2day,2_00_2day,3_00_2day,1_05_2day,2_05_2day,3_05_2day,1_20_2day,2_20_2day,3_20_2day,1_40_2day,2_40_2day,3_40_2day
ENSG00000280128.1,NA,ENSG00000280128.1,NA,NA,156,126,229,201,213,299,243,217,323,324,377,427
ENSG00000231074.9,HCG18,HCG18,414777,HLA complex group 18,1011,1002,1403,1079,1468,1400,1456,1320,1584,1581,2176,1640
ENSG00000204599.14,TRIM39,TRIM39,56658,tripartite motif containing 39,287,266,390,283,378,396,310,359,335,318,438,234
ENSG00000241370.5,RPP21,RPP21,79897,ribonuclease P/MRP subunit p21,11,19,40,29,26,22,27,18,22,20,22,45
ENSG00000229068.1,NA,ENSG00000229068.1,NA,NA,0,0,1,0,1,0,3,0,1,0,4,0
ENSG00000224936.1,NA,ENSG00000224936.1,NA,NA,1,3,0,1,3,5,1,2,1,3,4,5
ENSG00000236603.2,NA,ENSG00000236603.2,NA,NA,111,111,152,137,144,122,134,98,133,95,130,123
ENSG00000204592.9,HLA-E,HLA-E,3133,"major histocompatibility complex, class I, E",3470,3752,5042,3867,5016,3527,3590,3633,3369,3273,4272,2200
ENSG00000235781.1,NA,ENSG00000235781.1,NA,NA,3,2,2,6,3,3,6,0,5,0,4,1
ENSG00000204590.12,GNL1,GNL1,2794,G protein nucleolar 1 (putative),1930,1980,2714,1989,2703,2026,2294,2348,2137,2148,2631,1086
ENSG00000204576.11,PRR3,PRR3,80742,proline rich 3,477,504,703,534,658,631,502,560,466,490,587,543
ENSG00000204574.13,ABCF1,ABCF1,23,ATP binding cassette subfamily F member 1,4710,4714,6833,4831,6188,6747,5343,5330,5082,4337,6303,4293
ENSG00000204569.10,PPP1R10,PPP1R10,5514,protein phosphatase 1 regulatory subunit 10,2756,2863,3949,3016,3902,4034,3186,3412,3059,3158,4405,2862
ENSG00000204568.12,MRPS18B,MRPS18B,28973,mitochondrial ribosomal protein S18B,2060,2013,2675,1952,2531,2158,2097,2289,2117,1993,2744,1294
ENSG00000137343.18,ATAT1,ATAT1,79969,alpha tubulin acetyltransferase 1,347,354,528,347,448,388,334,346,313,273,337,183
ENSG00000228415.3,NA,ENSG00000228415.3,NA,NA,3,0,9,0,5,5,1,3,5,5,0,7
ENSG00000204564.12,C6orf136,C6orf136,221545,chromosome 6 open reading frame 136,330,340,455,398,436,332,349,302,306,355,405,212
ENSG00000204560.10,DHX16,DHX16,8449,DEAH-box helicase 16,1985,2022,2581,2137,2803,2266,2179,2282,1974,1855,2556,1206
ENSG00000146112.12,PPP1R18,PPP1R18,170954,protein phosphatase 1 regulatory subunit 18,3789,3691,5274,3929,5311,4652,5266,4729,4257,4605,6191,4301
ENSG00000137404.14,NRM,NRM,11270,nurim,1101,1067,1441,1060,1350,1071,930,1092,765,846,1142,601
ENSG00000230449.1,RPL7P4,RPL7P4,100133037,ribosomal protein L7 pseudogene 4,0,1,0,1,0,2,1,1,1,1,0,2
ENSG00000137337.15,MDC 1.00,MDC 1.00,9656,mediator of DNA damage checkpoint 1,2574,2608,3716,2813,3499,4203,2703,2812,2645,2452,3431,3274
ENSG00000224328.1,MDC1-AS1,MDC1-AS1,106478956,MDC1 antisense RNA 1,1,5,5,4,4,8,1,5,4,1,4,3
ENSG00000196230.13,TUBB,TUBB,203068,tubulin beta class I,109927,109303,140185,108030,142297,117591,109424,113772,97763,94908,127659,48838
ENSG00000272540.1,NA,ENSG00000272540.1,NA,NA,146,195,182,143,186,80,133,160,68,132,128,77
ENSG00000137312.15,FLOT1,FLOT1,10211,flotillin 1,4736,5407,7386,5509,7243,4288,4713,4945,4810,5018,5156,4442
ENSG00000272273.1,IER3-AS1,IER3-AS1,105379695,IER3 antisense RNA 1,13,10,16,15,16,6,14,18,8,12,11,18
ENSG00000137331.12,IER3,IER3,8870,immediate early response 3,3122,3259,4312,4616,4736,3533,5023,4373,4147,4656,5706,3979
ENSG00000228022.6,HCG20,HCG20,105375013,HLA complex group 20,28,38,34,37,53,33,47,42,37,38,55,46
ENSG00000214894.6,LINC00243,LINC00243,401247,long intergenic non-protein coding RNA 243,1,5,5,1,8,2,3,2,9,2,4,7
ENSG00000204580.13,DDR1,DDR1,780,discoidin domain receptor tyrosine kinase 1,1255,1282,1800,1311,1826,1267,1252,1345,1019,979,1346,337
ENSG00000213780.11,GTF2H4,GTF2H4,2968,general transcription factor IIH subunit 4,0,1,3,0,2,2,3,2,3,2,2,0
ENSG00000137411.18,VARS2,VARS2,57176,"valyl-tRNA synthetase 2, mitochondrial",7,5,8,7,3,5,5,5,4,8,5,4
ENSG00000168631.13,MUCL3,MUCL3,135656,mucin like 3,0,1,2,3,4,8,2,3,5,4,2,11
ENSG00000204540.11,PSORS1C1,PSORS1C1,170679,psoriasis susceptibility 1 candidate 1,25,33,51,37,21,26,32,24,28,38,27,19
ENSG00000204538.4,PSORS1C2,PSORS1C2,170680,psoriasis susceptibility 1 candidate 2,0,0,3,0,0,0,0,1,2,2,2,3
ENSG00000204536.14,CCHCR1,CCHCR1,54535,coiled-coil alpha-helical rod protein 1,1080,1111,1584,1170,1653,1086,1190,1093,951,988,1246,445
ENSG00000137310.12,TCF19,TCF19,6941,transcription factor 19,5687,5846,7338,5766,7974,6477,5765,5820,5407,4491,5622,3014
ENSG00000204531.18,POU5F1,POU5F1,5460,POU class 5 homeobox 1,4,2,6,0,8,3,1,1,3,4,1,0
ENSG00000204528.3,NA,ENSG00000204528.3,NA,NA,3,2,2,4,4,3,1,3,3,1,3,0
ENSG00000272501.1,NA,ENSG00000272501.1,NA,NA,36,25,19,22,25,17,17,16,12,9,19,9
ENSG00000206344.7,HCG27,HCG27,253018,HLA complex group 27,19,11,30,14,12,37,10,10,19,14,5,9
ENSG00000204525.16,HLA-C,HLA-C,3107,"major histocompatibility complex, class I, C",8731,9587,12372,8766,10853,6154,6174,6783,5001,5949,7352,3819
ENSG00000234745.11,HLA-B,HLA-B,3106,"major histocompatibility complex, class I, B",17418,18588,22861,16486,18551,10765,8208,8708,7141,7398,8739,5667
ENSG00000214892.4,USP8P1,USP8P1,100287272,USP8 pseudogene 1,1,1,2,0,2,1,1,0,0,0,0,2
ENSG00000227939.1,RPL3P2,RPL3P2,116935,ribosomal protein L3 pseudogene 2,21,25,13,17,25,31,20,16,22,19,26,8
ENSG00000271581.1,NA,ENSG00000271581.1,NA,NA,46,50,70,48,52,22,23,24,11,14,21,13
ENSG00000272221.1,NA,ENSG00000272221.1,NA,NA,33,30,40,28,29,35,16,18,24,23,24,20
ENSG00000204520.14,MICA,MICA,100507436,MHC class I polypeptide-related sequence A,1038,1068,1599,1211,1566,1184,1137,1071,1110,916,1145,757
ENSG00000206337.12,HCP5,HCP5,10866,HLA complex P5,112,110,122,49,52,49,23,23,14,24,23,17
ENSG00000286940.1,MICB-DT,MICB-DT,102725068,MICB divergent transcript,36,33,33,27,41,22,15,18,19,9,21,8
ENSG00000204516.10,MICB,MICB,4277,MHC class I polypeptide-related sequence B,1413,1338,1921,1481,2008,1614,1566,1515,1412,1222,1674,1059
ENSG00000198563.14,DDX39B,DDX39B,7919,DExD-box helicase 39B,594,542,1283,822,897,1054,704,787,877,835,893,543
ENSG00000201785.1,SNORD117,SNORD117,692233,"small nucleolar RNA, C/D box 117",2,2,2,1,1,1,0,1,1,0,0,0
ENSG00000234006.1,DDX39B-AS1,DDX39B-AS1,106478957,DDX39B antisense RNA 1,0,0,1,3,1,2,1,0,1,0,0,1
ENSG00000213760.10,ATP6V1G2,ATP6V1G2,534,ATPase H+ transporting V1 subunit G2,10,18,19,13,16,11,15,13,19,9,18,7
ENSG00000204498.11,NFKBIL1,NFKBIL1,4795,NFKB inhibitor like 1,328,328,509,354,469,305,347,383,304,368,401,127
ENSG00000204482.10,LST1,LST1,7940,leukocyte specific transcript 1,2,0,2,1,1,0,0,0,2,2,1,0
ENSG00000204469.13,PRRC2A,PRRC2A,7916,proline rich coiled-coil 2A,10747,11024,14956,11511,15194,13200,10796,11566,8290,8710,12620,4359
ENSG00000200816.1,SNORA38,SNORA38,677820,"small nucleolar RNA, H/ACA box 38",1,3,1,1,1,1,2,1,2,1,2,0
ENSG00000204463.12,BAG6,BAG6,7917,BAG cochaperone 6,7380,7079,9559,7521,10257,8449,7263,7942,6177,6728,9184,3601
ENSG00000204444.11,APOM,APOM,55937,apolipoprotein M,40,35,46,20,38,32,31,28,30,16,26,13
ENSG00000204439.4,C6orf47,C6orf47,57827,chromosome 6 open reading frame 47,781,781,1002,792,993,870,786,794,741,555,908,303
ENSG00000227198.1,NA,ENSG00000227198.1,NA,NA,4,2,6,6,5,5,2,2,0,0,4,1
ENSG00000204438.11,GPANK1,GPANK1,7918,G-patch domain and ankyrin repeats 1,393,481,634,472,641,346,516,537,517,543,621,407
ENSG00000204435.13,CSNK2B,CSNK2B,1460,casein kinase 2 beta,280,348,320,286,427,338,326,364,268,373,470,456
ENSG00000240053.8,LY6G5B,LY6G5B,58496,lymphocyte antigen 6 family member G5B,26,15,30,30,27,33,26,18,30,16,19,16
ENSG00000204428.12,LY6G5C,LY6G5C,80741,lymphocyte antigen 6 family member G5C,51,44,59,52,65,48,38,42,39,40,50,22
ENSG00000204427.12,ABHD16A,ABHD16A,7920,"abhydrolase domain containing 16A, phospholipase",14,15,36,25,18,20,22,13,21,16,14,19
ENSG00000213722.9,DDAH2,DDAH2,23564,"DDAH family member 2, ADMA-independent",966,967,1339,1078,1367,940,964,923,718,717,925,219
ENSG00000213719.8,CLIC1,CLIC1,1192,chloride intracellular channel 1,23491,26925,34323,28067,37435,22020,25902,27623,26677,25013,28120,14918
ENSG00000204410.16,MSH5,MSH5,4439,mutS homolog 5,22,13,44,32,25,62,34,28,32,29,25,21
ENSG00000255152.8,MSH5-SAPCD1,MSH5-SAPCD1,100532732,MSH5-SAPCD1 readthrough (NMD candidate),4,1,8,5,8,8,3,4,6,4,2,3
ENSG00000228727.9,SAPCD1,SAPCD1,401251,suppressor APC domain containing 1,7,3,12,6,6,9,4,4,12,6,3,6
ENSG00000235663.1,NA,ENSG00000235663.1,NA,NA,1,1,0,2,2,2,2,1,1,3,0,3
ENSG00000204396.11,VWA7,VWA7,80737,von Willebrand factor A domain containing 7,7,10,9,8,17,8,5,7,9,10,5,3
ENSG00000204394.13,VARS1,VARS1,7407,valyl-tRNA synthetase 1,3934,3940,4998,4465,6077,4377,4511,4833,3462,4019,5534,1811
ENSG00000201555.1,NA,ENSG00000201555.1,NA,NA,3,3,4,5,2,6,3,7,3,2,4,12
ENSG00000204392.11,LSM 2.00,LSM 2.00,57819,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",1612,1723,2099,1568,2117,1764,1543,1680,1648,1421,1744,858
ENSG00000204390.10,HSPA1L,HSPA1L,3305,heat shock protein family A (Hsp70) member 1 like,92,76,87,68,110,94,77,71,73,88,114,69
ENSG00000204389.10,HSPA1A,HSPA1A,3303,heat shock protein family A (Hsp70) member 1A,1430,1261,1613,1294,1670,1498,1380,1461,1253,1538,2022,3022
ENSG00000204388.7,HSPA1B,HSPA1B,3304,heat shock protein family A (Hsp70) member 1B,1022,1026,1242,1037,1426,1156,1171,1234,1046,1280,1848,958
ENSG00000204387.14,SNHG32,SNHG32,50854,small nucleolar RNA host gene 32,151,154,291,183,249,166,227,186,181,275,295,103
ENSG00000204386.11,NEU1,NEU1,4758,neuraminidase 1,2268,2361,3119,2639,3478,2322,2528,2777,2263,2613,3382,1560
ENSG00000237080.3,EHMT2-AS1,EHMT2-AS1,107986588,EHMT2 and SLC44A4 antisense RNA 1,4,5,6,2,3,1,2,1,2,4,4,4
ENSG00000204371.11,EHMT2,EHMT2,10919,euchromatic histone lysine methyltransferase 2,1964,1922,2655,2145,2798,2150,2054,2127,1655,1926,2690,1113
ENSG00000166278.15,C2,C2,717,complement C2,1,5,4,5,3,3,3,1,3,3,1,1
ENSG00000204366.4,ZBTB12,ZBTB12,221527,zinc finger and BTB domain containing 12,203,243,429,259,301,234,223,221,205,187,258,93
ENSG00000243649.9,CFB,CFB,629,complement factor B,6,12,14,13,14,3,16,7,4,7,9,3
ENSG00000204356.14,NELFE,NELFE,7936,negative elongation factor complex member E,2515,2543,3718,2573,3487,2538,2860,2883,2447,2677,3391,1908
ENSG00000204351.12,SKIC2,SKIC2,6499,SKI2 subunit of superkiller complex,1557,1569,2072,1644,2395,1842,1807,1801,1548,1760,2238,735
ENSG00000204348.10,DXO,DXO,1797,decapping exoribonuclease,471,444,575,443,675,439,491,492,427,534,567,288
ENSG00000204344.14,STK19,STK19,8859,serine/threonine kinase 19,170,177,284,208,276,211,189,183,165,195,228,76
ENSG00000244731.8,C4A,C4A,720,complement C4A (Rodgers blood group),5,4,2,2,3,2,1,1,1,2,1,3
ENSG00000224389.9,C4B,C4B,721,complement C4B (Chido blood group),7,4,9,8,6,6,3,7,3,10,9,3
ENSG00000168477.19,TNXB,TNXB,7148,tenascin XB,39,39,74,49,36,29,23,20,24,15,21,12
ENSG00000213676.13,ATF6B,ATF6B,1388,activating transcription factor 6 beta,1050,1046,1563,1171,1366,1045,1098,1065,948,973,1290,508
ENSG00000204315.4,FKBPL,FKBPL,63943,FKBP prolyl isomerase like,258,290,326,241,396,255,250,294,240,244,291,155
ENSG00000204314.12,PRRT1,PRRT1,80863,proline rich transmembrane protein 1,25,24,43,29,28,30,7,21,18,13,17,10
ENSG00000284954.1,LOC100507547,LOC100507547,100507547,uncharacterized LOC100507547,11,5,6,3,4,5,3,3,1,2,2,3
ENSG00000221988.13,PPT2,PPT2,9374,palmitoyl-protein thioesterase 2,446,384,596,401,522,412,351,384,383,319,432,215
ENSG00000258388.7,PPT2-EGFL8,PPT2-EGFL8,100532746,PPT2-EGFL8 readthrough (NMD candidate),9,6,7,5,8,7,8,10,9,9,5,3
ENSG00000241404.7,EGFL8,EGFL8,80864,EGF like domain multiple 8,6,9,25,14,14,8,4,3,11,10,5,2
ENSG00000204310.13,AGPAT1,AGPAT1,10554,1-acylglycerol-3-phosphate O-acyltransferase 1,2409,2460,3587,2541,3195,2726,2323,2517,2045,2032,2816,1099
ENSG00000204308.8,RNF5,RNF5,6048,ring finger protein 5,2038,2265,3141,2245,3041,1722,2093,2192,1922,2073,2287,1591
ENSG00000204305.14,AGER,AGER,177,advanced glycosylation end-product specific receptor,24,20,78,35,47,34,31,33,17,28,30,16
ENSG00000204304.12,PBX2,PBX2,5089,PBX homeobox 2,1281,1303,1822,1304,1646,1472,1195,1186,1156,989,1327,886
ENSG00000213654.10,GPSM3,GPSM3,63940,G protein signaling modulator 3,188,205,264,224,274,228,252,264,215,260,354,95
ENSG00000204301.6,NOTCH4,NOTCH4,4855,notch receptor 4,10,12,24,7,19,9,6,6,11,7,13,8
ENSG00000225914.3,HCG23,HCG23,414764,HLA complex group 23,1,2,1,1,2,2,2,2,0,1,3,2
ENSG00000237285.1,NA,ENSG00000237285.1,NA,NA,1,1,4,0,2,1,1,2,0,0,0,2
ENSG00000204287.14,HLA-DRA,HLA-DRA,3122,"major histocompatibility complex, class II, DR alpha",1,0,3,5,1,0,3,0,0,1,0,0
ENSG00000204267.15,TAP2,TAP2,6891,"transporter 2, ATP binding cassette subfamily B member",686,693,993,699,927,799,817,825,778,713,963,685
ENSG00000204264.11,PSMB8,PSMB8,5696,proteasome 20S subunit beta 8,1385,1539,1916,1312,1796,1246,1106,1191,1253,1140,1234,611
ENSG00000204261.9,PSMB8-AS1,PSMB8-AS1,100507463,PSMB8 antisense RNA 1 (head to head),66,51,70,31,59,31,28,16,31,19,16,18
ENSG00000240065.8,PSMB9,PSMB9,5698,proteasome 20S subunit beta 9,712,687,903,649,884,555,535,559,485,420,493,334
ENSG00000168394.11,TAP1,TAP1,6890,"transporter 1, ATP binding cassette subfamily B member",1785,1969,2470,1940,2558,1482,1812,1895,1729,1585,1936,770
ENSG00000235301.1,HLA-Z,HLA-Z,267017,"major histocompatibility complex, class I, Z (pseudogene)",3,0,1,1,1,1,1,1,3,2,2,0
ENSG00000242574.9,HLA-DMB,HLA-DMB,3109,"major histocompatibility complex, class II, DM beta",13,17,11,8,12,4,5,4,8,3,7,6
ENSG00000204257.15,HLA-DMA,HLA-DMA,3108,"major histocompatibility complex, class II, DM alpha",32,38,48,51,55,43,48,36,33,60,47,36
ENSG00000204256.13,BRD2,BRD2,6046,bromodomain containing 2,4848,4770,7293,5254,6608,6408,5380,5449,5317,4879,6448,4897
ENSG00000263756.1,NA,ENSG00000263756.1,NA,NA,2,7,5,5,3,0,4,6,1,3,5,0
ENSG00000204252.14,HLA-DOA,HLA-DOA,3111,"major histocompatibility complex, class II, DO alpha",2,1,1,2,2,1,0,2,1,5,2,2
ENSG00000231389.7,HLA-DPA1,HLA-DPA1,3113,"major histocompatibility complex, class II, DP alpha 1",11,10,7,11,6,4,6,11,5,8,5,4
ENSG00000223865.11,HLA-DPB1,HLA-DPB1,3115,"major histocompatibility complex, class II, DP beta 1",241,240,327,236,343,201,220,230,202,204,271,160
ENSG00000237398.1,NA,ENSG00000237398.1,NA,NA,1,1,4,2,2,3,1,2,0,0,0,1
ENSG00000204248.11,COL11A2,COL11A2,1302,collagen type XI alpha 2 chain,33,26,42,34,32,32,19,10,16,15,26,8
ENSG00000204231.10,RXRB,RXRB,6257,retinoid X receptor beta,1087,1128,1599,1171,1660,1149,1234,1265,1015,1121,1362,408
ENSG00000112473.18,SLC39A7,SLC39A7,7922,solute carrier family 39 member 7,4693,4494,6327,4705,6162,5448,4719,4598,4464,4090,5245,2448
ENSG00000204228.4,HSD17B8,HSD17B8,7923,hydroxysteroid 17-beta dehydrogenase 8,22,18,39,24,42,24,30,23,28,16,24,24
ENSG00000199036.1,MIR219A1,MIR219A1,407002,microRNA 219a-1,1,2,2,0,1,0,1,0,4,2,1,0
ENSG00000204227.5,RING1,RING1,6015,ring finger protein 1,1595,1527,2155,1559,2159,1508,1577,1548,1401,1405,1816,1256
ENSG00000272217.1,NA,ENSG00000272217.1,NA,NA,3,1,5,4,0,4,1,4,2,2,5,1
ENSG00000232940.6,HCG25,HCG25,414765,HLA complex group 25,11,14,21,7,17,19,6,7,12,12,14,15
ENSG00000223501.9,VPS52,VPS52,6293,VPS52 subunit of GARP complex,1864,1894,2485,1899,2577,2294,2008,2034,1767,1748,2415,1653
ENSG00000231500.7,RPS18,RPS18,6222,ribosomal protein S18,28293,32892,39637,32050,42223,29709,33478,36234,38444,36356,40895,25892
ENSG00000235863.4,B3GALT4,B3GALT4,8705,"beta-1,3-galactosyltransferase 4",4,3,2,6,7,3,3,3,2,0,2,0
ENSG00000227057.10,WDR46,WDR46,9277,WD repeat domain 46,2700,2631,3535,2742,3730,3079,2732,2986,2583,2680,3654,1581
ENSG00000204220.11,PFDN6,PFDN6,10471,prefoldin subunit 6,1770,1892,2843,1882,2586,1875,2022,1880,2138,1848,2280,1498
ENSG00000237441.10,RGL2,RGL2,5863,ral guanine nucleotide dissociation stimulator like 2,885,907,1284,1044,1287,915,1123,1159,1007,1243,1506,439
ENSG00000231925.11,TAPBP,TAPBP,6892,TAP binding protein,3497,3446,5136,3894,5035,4874,3574,3864,3258,2723,3959,2148
ENSG00000236104.3,ZBTB22,ZBTB22,9278,zinc finger and BTB domain containing 22,408,482,580,474,595,377,410,383,339,375,450,191
ENSG00000204209.13,DAXX,DAXX,1616,death domain associated protein,2177,2140,2990,2074,2771,2780,2078,2334,2010,1808,2280,1592
ENSG00000228285.2,NA,ENSG00000228285.2,NA,NA,4,3,4,3,7,5,6,5,4,3,6,0
ENSG00000225644.1,RPL35AP4,RPL35AP4,100048922,ribosomal protein L35a pseudogene 4,1,3,4,2,7,4,1,4,0,2,0,0
ENSG00000237649.8,KIFC1,KIFC1,3833,kinesin family member C1,5160,5288,7114,5052,6582,5035,4109,3981,3346,2860,3698,2270
ENSG00000204194.1,NA,ENSG00000204194.1,NA,NA,7,3,8,3,6,4,6,4,12,2,7,7
ENSG00000112511.17,PHF1,PHF1,5252,PHD finger protein 1,876,855,1190,1008,1339,947,927,907,825,846,1018,297
ENSG00000112514.16,CUTA,CUTA,51596,cutA divalent cation tolerance homolog,6408,6486,7893,6633,9007,6230,6529,6825,5662,5841,7196,2830
ENSG00000197283.17,SYNGAP1,SYNGAP1,8831,synaptic Ras GTPase activating protein 1,307,302,518,338,330,355,248,265,213,202,231,137
ENSG00000274259.2,SYNGAP1-AS1,SYNGAP1-AS1,112390310,SYNGAP1 antisense RNA 1,0,2,0,3,2,2,4,1,5,1,3,4
ENSG00000213588.6,ZBTB9,ZBTB9,221504,zinc finger and BTB domain containing 9,601,613,820,628,803,716,721,653,624,602,844,348
ENSG00000204188.7,GGNBP1,GGNBP1,449520,gametogenetin binding protein 1 (pseudogene),3,3,3,1,2,2,2,3,2,1,5,0
ENSG00000030110.13,BAK1,BAK1,578,BCL2 antagonist/killer 1,1089,1201,1508,1212,1605,952,1007,1080,906,912,1129,295
ENSG00000096433.11,ITPR3,ITPR3,3710,"inositol 1,4,5-trisphosphate receptor type 3",3008,2942,3947,3255,4246,3755,3888,3809,2964,4046,5430,2366
ENSG00000137288.10,UQCC2,UQCC2,84300,ubiquinol-cytochrome c reductase complex assembly factor 2,1561,1839,2378,1826,2302,1324,1675,1861,1565,1893,2029,1385
ENSG00000161896.12,IP6K3,IP6K3,117283,inositol hexakisphosphate kinase 3,2,8,5,10,10,7,16,10,6,22,42,22
ENSG00000161904.12,LEMD2,LEMD2,221496,LEM domain nuclear envelope protein 2,1412,1414,2065,1623,2244,1628,1657,1632,1449,1525,1796,867
ENSG00000124493.14,GRM4,GRM4,2914,glutamate metabotropic receptor 4,0,1,0,1,1,1,2,0,0,4,0,1
ENSG00000214810.4,NA,ENSG00000214810.4,NA,NA,6,3,6,2,10,11,3,6,5,3,10,11
ENSG00000137309.20,HMGA1,HMGA1,3159,high mobility group AT-hook 1,7127,7013,10373,7746,10913,8363,12201,12678,9505,13256,18176,9353
ENSG00000186577.14,SMIM29,SMIM29,221491,small integral membrane protein 29,273,268,323,296,414,223,306,341,234,333,426,156
ENSG00000225339.4,NA,ENSG00000225339.4,NA,NA,42,43,48,33,59,58,43,47,58,56,57,39
ENSG00000220583.1,NA,ENSG00000220583.1,NA,NA,12,23,17,20,20,9,13,6,11,17,25,8
ENSG00000272325.2,NUDT3,NUDT3,11165,nudix hydrolase 3,1735,1736,2061,1595,2070,2000,1566,1627,1633,1162,1720,1066
ENSG00000124614.16,RPS10,RPS10,6204,ribosomal protein S10,123,169,235,153,223,147,127,80,137,184,181,292
ENSG00000124507.11,PACSIN1,PACSIN1,29993,protein kinase C and casein kinase substrate in neurons 1,2,1,5,9,8,7,2,1,3,0,5,5
ENSG00000196821.10,ILRUN,ILRUN,64771,inflammation and lipid regulator with UBA-like and NBR1-like domains,4336,4420,5497,4102,6042,5461,4269,4495,4051,3242,4551,2029
ENSG00000272288.6,ILRUN-AS1,ILRUN-AS1,101929243,ILRUN antisense RNA 1,18,27,39,28,36,22,18,17,18,31,30,65
ENSG00000217130.1,RPS10P13,RPS10P13,646785,ribosomal protein S10 pseudogene 13,10,14,15,20,19,8,12,17,7,13,10,1
ENSG00000124562.10,SNRPC,SNRPC,6631,small nuclear ribonucleoprotein polypeptide C,3917,4703,7104,5007,6163,4520,4557,5022,5617,5082,5720,6605
ENSG00000065060.17,BLTP3A,BLTP3A,54887,bridge-like lipid transfer protein family member 3A,2222,2187,2886,2310,3161,3296,2472,2513,2444,1873,2857,1760
ENSG00000064995.18,TAF11,TAF11,6882,TATA-box binding protein associated factor 11,1421,1489,1934,1463,1744,1554,1196,1138,1389,860,1110,817
ENSG00000064999.15,ANKS1A,ANKS1A,23294,ankyrin repeat and sterile alpha motif domain containing 1A,768,777,1032,824,1170,952,836,869,772,748,1023,520
ENSG00000146197.9,SCUBE3,SCUBE3,222663,"signal peptide, CUB domain and EGF like domain containing 3",16,15,24,19,13,27,13,10,7,5,5,3
ENSG00000272374.1,NA,ENSG00000272374.1,NA,NA,6,7,13,10,9,7,8,5,5,6,11,3
ENSG00000065029.15,ZNF76,ZNF76,7629,zinc finger protein 76,398,467,621,524,645,408,349,445,369,370,379,154
ENSG00000023892.11,DEF6,DEF6,50619,DEF6 guanine nucleotide exchange factor,142,161,204,174,238,165,208,187,122,177,227,103
ENSG00000112033.14,PPARD,PPARD,5467,peroxisome proliferator activated receptor delta,2006,1833,2551,2004,2702,2148,2349,2378,1830,2373,3309,1624
ENSG00000112039.5,FANCE,FANCE,2178,FA complementation group E,625,691,889,715,971,699,744,782,640,490,706,290
ENSG00000198755.11,RPL10A,RPL10A,4736,ribosomal protein L10a,16796,17755,22425,18140,24479,15459,19629,19408,18160,19922,21946,15333
ENSG00000276712.1,MIR7111,MIR7111,102465668,microRNA 7111,4,7,11,8,6,2,10,5,8,7,5,6
ENSG00000007866.21,TEAD3,TEAD3,7005,TEA domain transcription factor 3,652,655,868,699,841,636,653,689,492,591,798,301
ENSG00000219023.1,RPS15AP19,RPS15AP19,646819,ribosomal protein S15a pseudogene 19,43,70,77,70,100,63,56,69,112,84,74,235
ENSG00000096060.14,FKBP5,FKBP5,2289,FKBP prolyl isomerase 5,3615,3437,4872,3462,4897,5093,3637,3556,4002,2663,3778,2869
ENSG00000157343.8,ARMC12,ARMC12,221481,armadillo repeat containing 12,4,0,1,4,2,4,0,2,0,1,1,1
ENSG00000196748.10,CLPSL2,CLPSL2,389383,colipase like 2,0,2,1,3,3,0,0,0,1,2,2,0
ENSG00000197753.11,LHFPL5,LHFPL5,222662,LHFPL tetraspan subfamily member 5,4,7,9,5,4,5,4,4,3,3,7,4
ENSG00000096063.16,SRPK1,SRPK1,6732,SRSF protein kinase 1,5403,5459,6972,5804,7944,6731,6709,6416,7525,5812,7759,6805
ENSG00000112062.10,MAPK14,MAPK14,1432,mitogen-activated protein kinase 14,3498,3564,4374,3477,4879,4495,3901,3817,4151,3151,4462,2258
ENSG00000156711.17,MAPK13,MAPK13,5603,mitogen-activated protein kinase 13,167,157,215,220,268,195,279,323,246,368,482,199
ENSG00000246982.7,NA,ENSG00000246982.7,NA,NA,5,2,14,4,2,10,4,2,5,9,1,7
ENSG00000096070.19,BRPF3,BRPF3,27154,bromodomain and PHD finger containing 3,1859,1783,2672,1957,2744,2746,2152,2211,1956,1865,2586,1794
ENSG00000010030.14,ETV7,ETV7,51513,ETS variant transcription factor 7,7,11,7,8,9,6,3,8,3,16,8,11
ENSG00000179165.11,PXT1,PXT1,222659,peroxisomal testis enriched protein 1,0,0,2,1,2,0,0,1,1,4,4,2
ENSG00000112078.14,KCTD20,KCTD20,222658,potassium channel tetramerization domain containing 20,5413,5286,6829,5233,6964,7096,5659,5206,5497,3634,5246,3279
ENSG00000112079.9,STK38,STK38,11329,serine/threonine kinase 38,4074,3909,5451,3697,5254,5538,3577,3572,4150,2807,3935,3280
ENSG00000112081.17,SRSF3,SRSF3,6428,serine and arginine rich splicing factor 3,21231,21949,29574,22434,30763,21934,20799,20232,22753,17666,21950,18624
ENSG00000213500.3,LAP3P2,LAP3P2,389386,leucine aminopeptidase 3 pseudogene 2,0,0,1,3,2,2,2,1,3,1,4,2
ENSG00000124762.13,CDKN1A,CDKN1A,1026,cyclin dependent kinase inhibitor 1A,1480,1479,1848,1656,2194,1595,3146,2862,2449,7371,9694,3099
ENSG00000255587.9,RAB44,RAB44,401258,"RAB44, member RAS oncogene family",1,1,0,1,0,2,1,1,3,0,0,1
ENSG00000124772.12,CPNE5,CPNE5,57699,copine 5,3,6,2,2,4,3,10,8,2,8,9,3
ENSG00000137168.8,PPIL1,PPIL1,51645,peptidylprolyl isomerase like 1,2194,2418,2925,2176,2980,2799,2436,2328,2645,2211,2889,2557
